Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.596107918	10.20255375	10.20255375	115969.8203	1.179999948	7.074999809	0.500526316	0.805894737
0.596165806	10.20265198	10.20265198	115947.5	1.200000048	7.05700016	0.500526316	0.805894737
0.596223672	10.20257378	10.20257378	115974.6875	1.24000001	7.086999893	0.500526316	0.805894737
0.596281539	10.20247841	10.20247841	115984.4297	1.25	7.111999989	0.500526316	0.805894737
0.596339403	10.20236492	10.20236492	115990.5938	1.269999981	7.12899971	0.500526316	0.805894737
0.596397282	10.20254326	10.20254326	115988.7656	1.269999981	7.109000206	0.500526316	0.805894737
0.596455151	10.20255375	10.20255375	115995.3594	1.269999981	7.078999996	0.500526316	0.805894737
0.596513022	10.20251179	10.20251179	116010.0938	1.299999952	7.065000057	0.500526316	0.805894737
0.596570895	10.20235157	10.20235157	116030.9766	1.319999933	7.117000103	0.500526316	0.805894737
0.596628748	10.20260143	10.20260143	116020.6016	1.319999933	7.105000019	0.500526316	0.805894737
0.596686627	10.20257187	10.20257187	116045.8281	1.340000033	7.098999977	0.500526316	0.805894737
0.596744489	10.20251846	10.20251846	116036.625	1.360000014	7.436999798	0.500526316	0.805894737
0.59680236	10.2023983	10.2023983	116049.2578	1.360000014	7.392000198	0.500526316	0.805894737
0.596860245	10.20254803	10.20254803	116055.7656	1.370000005	7.315000057	0.500526316	0.805894737
0.596918119	10.20234585	10.20234585	116060.0938	1.389999986	7.246999741	0.500526316	0.805894737
0.596975987	10.20249844	10.20249844	116072.6484	1.409999967	7.231999874	0.500526316	0.805894737
0.597033859	10.20247555	10.20247555	116077.9063	1.419999957	7.227000237	0.500526316	0.805894737
0.597091719	10.20247173	10.20247173	116078.5703	1.429999948	7.263000011	0.500526316	0.805894737
0.597149592	10.20256329	10.20256329	116094.4141	1.460000038	7.19299984	0.500526316	0.805894737
0.597207465	10.20257759	10.20257759	116087.4063	1.480000019	7.139999867	0.500526316	0.805894737
0.597265331	10.20251083	10.20251083	116098.7813	1.5	7.152999878	0.500526316	0.805894737
0.597323206	10.20247555	10.20247555	116111.0547	1.529999971	7.263000011	0.500526316	0.805894737
0.597381073	10.2025156	10.2025156	116126.5391	1.629999995	7.225999832	0.500526316	0.805894737
0.597438943	10.20245075	10.20245075	116126.3906	1.620000005	7.217000008	0.500526316	0.805894737
0.597496837	10.20254135	10.20254135	116125.8203	1.629999995	7.232999802	0.500526316	0.805894737
0.597554708	10.20236969	10.20236969	116140.4453	1.700000048	7.236999989	0.500526316	0.805894737
0.59761255	10.20258617	10.20258617	116141.5703	1.710000038	7.224999905	0.500526316	0.805894737
0.597670419	10.20249367	10.20249367	116141.5703	1.710000038	7.154999733	0.500526316	0.805894737
